billing_account_reference,Serial_Number,type
006849360,J435190556,
003684680,J445156930,
006848402,J443139783,
006849051,J448127953,
006848190,J444137363,
006847615,J430208931,
005496600,J426060430,
006849617,J448127514,
005322154,J432117326,
005822891,L4Z6R14C31000693,
006041938,L4Z6R14C31001526,
006484168,J402201036,
006851637,J506030390,
006851944,J506029043,
006431924,L4Z6R14C31001522,
016356981,J506031759,
005824530,J504230677,
076157524,J504241666,
076157524,J504243180,
006852833,J504022359,
005713297,J504231919,
006604928,J505064146,
006880229,J504244395,
006855056,J504192912,
006279812,J506031812,
055187358,J506028692,
006853994,J505063350,
076157524,J506148307,
004611860,J504152478,
006857506,J504244592,
006859409,J504156578,
006861077,J502031471,
006862195,J502032677,
006856340,J506030822,
006858308,J505061733,
006859217,J505061006,
006858628,J707645624,
006860329,J506032138,
006859634,J506032320,
006857025,J506028797,
006855638,J506034810,
006855211,J504242168,
004444833,J504154130,
005252133,J504156317,
006318243,J445154983,
006864506,J502031331,
006864321,J501053379,
006864371,J451259334,
003903895,L4Z4C14C17000229,
004274146,J504231767,
005113824,J504230911,
003880342,J504233153,
006335096,L4Z4C14C17000537,
006849617,J451260139,
004230389,J451205554,
003961092,J504152873,
006840811,J451206705,
006867828,J451261914,
004127736,J504156357,
005371178,J504231105,
003958299,J504153360,
004127736,J501051583,
006764043,J506033422,
006868065,J502031731,
006871524,J504156416,
006870056,J451207656,
006856340,J451259484,
006871771,J451259783,
006872548,J451262316,
006873553,J502030292,
006869785,J451259497,
006304236,J504230906,
006874702,J501053648,
006874061,J504157606,
006876036,J451207799,
006875324,J451207544,
003582929,J504155080,
004633427,J451207881,
005121556,J504155796,
005120148,J504232607,
004224964,J504232912,
004580002,J504152133,
003634821,J504154790,
006874999,J502032476,
006875173,J451205436,
006876752,J451206393,
006876959,J502030718,
006876413,J501052425,
006876483,J501051745,
006877129,J451262272,
003928790,J444119580,
075517084,J446101146,
016356981,J446098329,
007057270,J506146651,
006883262,J506150953,
006424558,J506035080,
005046591,J510187236,
006884061,J510150545,
004490392,J510188945,
006883733,J506144565,
004362701,J506034590,
006837164,J451110779,
005204826,J510187038,
016356981,J443139900,
006832457,J510189219,
006849044,L4Z4C15314000784,
006193317,L4Z4C15314001099,
006871112,J505061127,
006885196,J506149888,
006885292,J506032397,
004859845,J510151855,
006885470,J506147261,
006885473,J605205743,
006970142,J506149363,
005665011,L4Z4C15314000334,
006492340,L4Z4C15314000688,
055187358,J506150086,
005109558,J510187619,
005026043,J510152040,
005085020,J510188957,
006886128,J502300744,
006831727,J504022924,
076157524,J503306223,
098862129,J503308771,
006886660,J504024735,
006887241,J510192035,
006888111,J503306572,
006888005,J504238480,
006886304,J506149047,
006886448,J506029891,
006859798,J506146111,
006886801,J504024978,
006886906,J504024529,
006887413,J502356853,
005026144,J510189706,
006693310,J510191988,
076157524,J503308250,
006886904,J504193967,
006861568,J510187503,
006891528,J503306493,
006892777,J504238229,
006893602,J502302903,
006893092,J502300370,
006891603,J502356154,
006891100,J510189730,
006888369,J502356065,
006888845,J504023384,
006890515,J502301859,
006892168,J502357441,
006891209,J504191652,
006656768,J503307599,
006647548,J502300425,
005891910,J504024059,
006891226,J502302271,
006891297,J504022289,
005711177,J502300691,
006870911,J504022615,
006867362,J502358448,
006888722,J504192848,
076157524,J503306143,
005429087,J510190525,
006895111,J503306428,
006543448,L4Z6R15318002623,
006554475,L4Z6R15318002557,
005976328,L4Z6R15318000469,
005652390,L4Z6R15318000669,
003689871,L4Z6R15318000298,
004165423,J510149897,
005533713,L4Z6R15318003134,
006498264,L4Z6R15318002596,
006279810,J504022238,
006895943,J443140854,
006895954,J504239703,
006896287,J502357120,
056260378,J502357550,
004719003,J510149893,
006896503,J510187240,
004091461,J503306499,
005134858,J510152357,
076157524,J503306017,
076157524,J502356339,
006853437,L4Z4C14C17001094,
003978588,J506147308,
004219472,J510149889,
004608149,J510190132,
006425465,J510188895,
004752362,J510149490,
005702431,J510149868,
003414380,J504192365,
076157524,J504191395,
006009840,L4Z4C15325001215,
005056996,L4Z4C15325000237,
005852699,L4Z4C15325000834,
004224964,L4Z4C15325000508,
006840811,L4Z4C15325001281,
006623496,J502357299,
006856058,L4Z4C15401000036,
003837560,L4Z4C15401000390,
006292657,L4Z4C15401000552,
006371166,L4Z4C15325000601,
005633865,J510189447,
006262731,J512166699,
003456455,L4Z4C15325001331,
004236337,L4Z4C15325001414,
006850993,L4Z4C15325001492,
005748887,L4Z4C15325001526,
004794930,L4Z4C15325001467,
006906164,J510133010,
076157524,J451206614,
016356981,J506149314,
076157524,J451260868,
076157524,J451013877,
006907515,J512163992,
006909646,J510131822,
006909659,J509059320,
006814371,J510150815,
006910059,J510188630,
006988015,J509139919,
004656315,J512126847,
006910922,J507382342,
016356981,J509059197,
006911441,J506151206,
006113993,J512123093,
005492352,J512123003,
006911838,J507376408,
005759473,J512122257,
007103352,J509139861,
007103539,J507378329,
006912697,J509062525,
016356981,J509140933,
006914532,J510046458,
016356981,J509143185,
006071539,J521015982,
006905429,J510132571,
003743269,J512125943,
006888005,J513069919,
004428609,J512123884,
004284258,J507378525,
075517084,J504191878,
005246041,J512122083,
006918300,J510134863,
005965742,L4Z4C15423002583,
005755765,L4Z4C15423002883,
005371178,L4Z4C15423002546,
005280066,L4Z4C15423000359,
006922085,J512232701,
006922450,J512059011,
006922591,J512059921,
006923248,J514090987,
006922655,J512057729,
006923176,J512230991,
006843487,L4Z4C15423002582,
006503666,690409,
005434529,J513071378,
006371166,L4Z4C15314000157,
006318243,J512124095,
006924262,J514092013,
005620160,J512164837,
003534118,J512125563,
006924587,J512057800,
006924822,J512126120,
006925547,J513072112,
006925586,J512057247,
098814002,J512058588,
006903607,J513069932,
005793352,J513069829,
006926281,J514092557,
006926335,J512059516,
006926686,J512229547,
006927050,J512059407,
006926395,J512060034,
006926020,J512059955,
006926523,J514091024,
006927113,J512124776,
004573653,J514091244,
006927644,J512229846,
006927907,J514091316,
006927931,J512229869,
006927830,J514090583,
006876959,L4Z4C15424002022,
006872548,L4Z4C15424002390,
006872529,L4Z4C15424002071,
004633427,L4Z4C15423000163,
006872522,L4Z4C15423000145,
006928084,J514090958,
006928244,J514090764,
006225299,L4Z4C15423001994,
006876183,L4Z4C15424002422,
006854973,L4Z4C15424001853,
006861568,L4Z4C15424001270,
005650847,L4Z4C15423002220,
098814002,J512122444,
076157524,J514089787,
076157524,J514090556,
006929294,J512230612,
005495617,J512126528,
004125075,J512166296,
004728165,J512229927,
003928790,648752,
005885192,L4Z4C15427000195,
006929774,J513071173,
006929898,J512056717,
006930518,J512058561,
006932865,J512230104,
006931698,J513072225,
006930165,J514091713,
006539557,J512166276,
006874061,L4Z4C15423003242,
006318243,J512125811,
006090691,J512165214,
005674741,J512125654,
005824530,L4Z4C15427000549,
006846146,L4Z4C15424000814,
007103348,J513266435,
006857179,L4Z4C15424000720,
006842824,L4Z4C15424000764,
006872084,L4Z4C15427000103,
005358207,J510134728,
006934936,J510134403,
006928759,675406,
006935436,J509063461,
006935104,J509141672,
006935575,J509142526,
006935775,J511171316,
004653852,J510150881,
003612201,J512123697,
075517084,J509141477,
005300983,J512164675,
006936990,J512007284,
006939667,J509141990,
006936996,J512045101,
006881492,J512124988,
006938466,J509063608,
006938532,J509146134,
006937333,J507377927,
006937633,J507381444,
005084278,J512123832,
006938320,J510048046,
006940222,J510048499,
006940575,J510133023,
005036365,J507381288,
004669662,J510132807,
075517084,J510133841,
075517084,J507381176,
006942206,J507381524,
004556822,J509145072,
006941679,J513267092,
006941892,J513268224,
005691446,J512122285,
006942765,J507379198,
006942793,J509059397,
006840804,J510047404,
006942898,J507378441,
075517084,J510134236,
006886904,J512165778,
005529874,J513268987,
006943742,J512047871,
006944629,J507379843,
006945222,J512047792,
006946202,J446099407,
006946218,J509142684,
004338966,J512006622,
006946822,J512008026,
006948075,J504025206,
006947768,J510188257,
005613896,J513268080,
006947672,J501052704,
006948783,J512009109,
005358207,J509061620,
006613267,J512047508,
006950663,J512047737,
006949397,J513266330,
006951436,J512007928,
006842824,J510190520,
007015163,J507376834,
005899099,J513265494,
006949001,J512007456,
006949556,J512007880,
006950449,J512046263,
006950041,J511169571,
006950568,J512046104,
006951132,J512006231,
005692287,J513263839,
006023001,J513266894,
006969803,J510046862,
006023001,J512048681,
006533066,J512047646,
006952348,J512048617,
003567392,J513264715,
006953008,J512122857,
006872548,L4Z4C15427000453,
005257188,J512122822,
006321613,J510049248,
005647967,J512044097,
006146790,J512043793,
004614485,J513267159,
006953312,J513265998,
006953182,J511170523,
006953063,J512047163,
016356981,J512045089,
006954140,J512048779,
006872548,J511170870,
007103539,J512047919,
004039522,J513265779,
006953902,J507381088,
006953956,J510048366,
006954185,J512048044,
006954215,J512008584,
004417919,J512043480,
076526620,J512043337,
006954430,J513267748,
006955002,J644066720,
006954689,J512006934,
006954736,J512008836,
005753599,J509145094,
093593560,J512046951,
075517084,J512045893,
005986536,J512048741,
006956536,J512007651,
006956603,J512043473,
006956281,J512048528,
006956643,J512045600,
006956932,J512050106,
006956986,J512047003,
006957182,J512049496,
005867893,J512046394,
005076923,J512008615,
004151047,J512047822,
006955873,J512008342,
006955903,J512045630,
006955910,J512046572,
006956312,J512007508,
004619652,J513263931,
006958661,J512044894,
006958705,J512008676,
006958712,J512007391,
006958778,J512044712,
006958738,J512006597,
006958816,J512007885,
006958358,J513274651,
006959287,J519147033,
006959751,J512006277,
005876492,J513263580,
003882660,J513268420,
006959708,J513268397,
006959817,J515383728,
004990771,J513268376,
006958995,J520077565,
006960417,J520076609,
004985415,J515382164,
005463851,J513263507,
006961036,J513263893,
006961053,J520036159,
016356981,J519149724,
006540044,J510133761,
004152743,J513264692,
004865170,J513264834,
006961678,J519117438,
004724453,J519148355,
098861425,J520035183,
006963696,J520078808,
006963910,J519147945,
016356981,J519117731,
016356981,J519117564,
098861425,J519117945,
006698716,L4Z4C15610002146,
006881492,L4Z4C15607000997,
006885196,L4Z4C15607000944,
006964761,J520034838,
005655428,J520036965,
006966096,J513269311,
006616155,J513269314,
005419985,J513265067,
006965681,J519147568,
003486701,J513264186,
006967757,J519144880,
006968402,J515381651,
006966707,J519145714,
006968088,J520149020,
006968243,J520078925,
006955169,J520035371,
006966419,J519147742,
006262899,J519147023,
006966888,J519148301,
006967446,J513269119,
003953019,J513264656,
005626046,J513266656,
076157524,J519149055,
006868167,L4Z4C15607000043,
004490392,L4Z4C15607000601,
005358930,J519149109,
006891603,L4Z4C15607000141,
006859797,L4Z4C15607000501,
006881764,L4Z4C15607000773,
076157524,J513264946,
006961801,J520079538,
006969446,J513267545,
005482364,J515381224,
006971454,J520076637,
006969491,J519143154,
006971615,J509061740,
006969444,J520035169,
006973202,J510049238,
004638060,J515381808,
003567392,J513266333,
006789424,J512123834,
006974375,J519143915,
006972963,J521019366,
006973364,J510047187,
006974273,J520078646,
003567033,J512059299,
004509406,J512057712,
004946799,J510048455,
006955398,J510132110,
005920763,J515383010,
006999420,J521020139,
006976484,J515383334,
076157524,J519145864,
006976232,J521019175,
006976259,J521019868,
006976419,J520183042,
005698186,J515381720,
006027017,J515382072,
016356981,J520149609,
006977336,J521019545,
006978008,J521022212,
005314760,J521020190,
006977717,J521020966,
006977794,J521021623,
006977805,J520182973,
006977887,J520149363,
005284333,J519142758,
006893092,JHY4C15619011039,
006887413,JHY4C15619011599,
006979411,J519141524,
006979070,J521019384,
004274146,JHY4C15619009340,
005085020,JHY4C15619012363,
006855211,JHY4C15619010548,
006884637,JHY4C15619010454,
006258401,JHY4C15619010403,
006898680,JHY4C15619012106,
006970142,JHY4C15619010743,
098814002,J520077707,
098814002,J520077386,
098814002,J520035858,
098814002,J520151311,
098814002,J519118455,
006978008,J521021006,
006663936,J521021007,
006982007,J522199639,
006981747,J522195868,
006982059,J522198788,
006981767,J522198755,
006981691,J520152288,
056260378,J520150506,
006888722,J515382620,
006983531,J519150128,
006288452,J520152178,
006983519,J519141581,
006982537,J522195473,
006982103,J522195951,
006982474,J522198893,
006982771,J520036861,
006982681,J522198851,
006984333,J519142100,
006984593,J515382737,
006984179,J521061618,
006985047,J519141267,
006984257,J521196846,
006863432,JHY4C15629001076,
003582929,JHY4C15629000385,
006984877,J520151001,
006985011,J520178696,
006985016,J520181032,
006985019,J520178683,
006968243,J519143845,
005905563,J515381198,
005801535,J515381478,
006984691,J521021988,
006984716,J520150940,
006985058,J520178937,
006985097,J521239985,
006984589,J520150933,
006848923,JHY4C15629002079,
006877010,JHY4C15629002765,
006979070,J521201370,
006868393,JHY4C15629000072,
006791847,JHY4C15629000174,
006862195,JHY4C15629000369,
005113824,JHY4C15629002564,
006871112,JHY4C15629001264,
006899271,JHY4C15629002794,
006911838,JHY4C15629002302,
006424558,JHY4C15629002473,
006891100,JHY4C15629002442,
006873529,JHY4C15629003259,
006888005,JHY4C15629001988,
006875541,JHY4C15629000930,
006847615,JHY4C15629000825,
006985239,J522199386,
006985248,J522199057,
006985568,J522195969,
006985603,J522199326,
006985389,J515732530,
006985447,J522199862,
006985429,J522195552,
006985510,J522196119,
076157524,J521077443,
006986790,J522196475,
006986765,J522195964,
006986795,J522197600,
006987021,J520180433,
006986849,J521020701,
006986901,J520180079,
006986985,J520183910,
006986910,J520183914,
006872084,JHY4C15619009630,
006988674,J521196793,
006988739,J521195532,
006988712,J521197808,
006988345,J521195934,
006988357,J521195690,
006988437,J521061640,
006988452,J521078824,
007103691,J520180475,
006987724,J522196921,
006987726,J522198092,
006988757,J521063900,
006988812,J521060612,
006988814,J521063931,
006988823,J521061471,
006987838,J522196667,
006987850,J522198571,
006988866,J521061661,
006987888,J522196735,
006987893,J522197740,
006987896,J522199099,
006987958,J522196618,
006987528,J522196502,
006987558,J522197598,
006987602,J522196310,
006988148,J521062141,
006988151,J520180767,
006988245,J520180702,
006988328,J520180804,
006987278,J522200069,
006987299,J522199680,
006987305,J522198041,
003612737,J521204877,
006987112,J522199989,
006988075,J521063693,
006988101,J520180200,
006988112,J519149463,
006988900,J520180741,
006988908,J521062176,
006988921,J520180739,
006988929,J521060680,
055187358,J521063300,
075517084,J521204276,
006990285,J522195446,
006990290,J522199747,
003411260,J515381181,
005599526,J515380422,
006990478,J522197437,
006990479,J522199945,
006990224,J515732597,
006990596,J521195319,
006990220,J522196972,
006990481,J515732602,
006990624,J521198116,
006990242,J522198638,
006990521,J509141670,
006990529,J521078958,
006990392,J522198874,
006990412,J522198821,
006990418,J522200013,
006990436,J522195839,
006990463,J522197832,
006692602,J515383234,
003854306,J515381382,
005432808,J519201690,
006976419,J519201741,
016356981,J521079089,
006990695,J522199403,
076157524,J520182966,
006990699,J522197987,
006991404,J521196231,
006991518,J521195864,
006991524,J521196480,
006991266,J522197634,
006991277,J522198476,
006886448,JHY4C15629000508,
006679999,J523048933,
007020296,J521079248,
070882190,J521061325,
006997669,J521195608,
006998626,J521242893,
006999719,J522106745,
006999724,J521202305,
006999760,J522106243,
006999768,J522036125,
006999789,J522104660,
006999870,J522034706,
006999881,J522034861,
006999904,J522036161,
006999906,J522035856,
006849051,J521017610,
005920778,J520144584,
006589947,J520145243,
006720241,J520143694,
006789568,J521018213,
004252852,J520144210,
006843107,J520145127,
006966888,J521016975,
006552976,J520143513,
006998881,J521018876,
006998766,J519141872,
007000420,J522104506,
007000434,J522106552,
007000498,J522103767,
007000554,J522035831,
006998815,J522033619,
006998827,J522034226,
006998912,J522034717,
006998938,J522033627,
006998950,J521077596,
006998108,J521242023,
006998110,J521204307,
006998118,J521200850,
006998125,J521241519,
006998126,J521199732,
006998178,J522033702,
006998189,J521202114,
006998257,J522104387,
006998598,J522104667,
006998685,J523050783,
006998729,J522036155,
006998733,J522035429,
006999019,J522106035,
006999039,J522106651,
006999093,J522105111,
006999103,J522036199,
006999119,J521203929,
006999132,J522033563,
006999143,J522034451,
006999206,J521079168,
006999216,J522107045,
006999222,J522035609,
006999479,J523048603,
006999524,J523050972,
006999603,J521078771,
006999657,J522034204,
006999666,J522105426,
006999929,J521241830,
006999931,J522034522,
006999952,J522106705,
006999970,J522106500,
007000061,J521200534,
007000117,J523051136,
007000123,J523052058,
006999283,J522033928,
006999284,J522035306,
006999290,J521078403,
006999306,J523048049,
006999331,J523051745,
006999346,J522105825,
006999352,J522103953,
006999402,J523050174,
006999420,J523051252,
006998326,J521203266,
006998405,J522033933,
006998431,J521078162,
006998443,J522106031,
006998508,J522104285,
006998468,J522106577,
006979035,J521204416,
006997864,J521241929,
006997815,J522104407,
006997881,J521199735,
006997924,J522105594,
007000067,J520144758,
007000276,J521016508,
005953758,J520145242,
006998909,J521018446,
006998915,J521017632,
006999085,J520143968,
006998075,J521017620,
006998210,J521017042,
006998352,J519142012,
006998459,J521017399,
007000174,J521200152,
007000227,J523048123,
007000390,J522034794,
003400185,J521199952,
005143460,J521079295,
007000563,J523050631,
003531148,J520145635,
007000379,J521017262,
007000522,J520144129,
005706122,J520144010,
005141875,J519142522,
003643174,J520144112,
004935765,J520143994,
006058760,J521017531,
006273546,J522104015,
007000782,J522035309,
007000787,J521204775,
007000799,J521203244,
007000851,J523050798,
007000905,J521202285,
007000623,J521199857,
007000639,J523050810,
007000663,J523050852,
007000730,J522105103,
007000737,J521078450,
007023142,J521018585,
004472459,J521016943,
005910555,J520145832,
004019241,J521017729,
007000960,J521200302,
004423302,J521242026,
007001189,J520145843,
007001462,J519141181,
007001718,J520145847,
007001126,J523054434,
007001128,J523053840,
007001144,J523055013,
007001155,J523054625,
007001213,J523055009,
007001239,J523052202,
007001243,J523056359,
007001255,J523048284,
007001277,J523048803,
007001301,J523058035,
007001330,J523055877,
007001333,J523056287,
007001609,J522034485,
007001663,J521242748,
007001708,J522035528,
007001697,J521242770,
007001833,J521241564,
007001721,J522104264,
007001754,J522034685,
007001840,J522033649,
007001772,J521241078,
007001836,J522035546,
007001845,J522033777,
007001102,J523053121,
007001108,J523048197,
007001370,J522105977,
007001435,J522104087,
007001442,J521242742,
007001455,J522106913,
007001504,J522035801,
007001512,J521241090,
007001441,J522033858,
007001456,J521242395,
007001513,J522106530,
007001517,J522104261,
007001535,J522103982,
007001540,J522105227,
007001871,J521205020,
007001899,J522035539,
007001903,J522035538,
007001921,J521201184,
007001973,J522106122,
007002077,J521202712,
007002080,J521202106,
007002083,J522105945,
006522235,J521017120,
006787865,J521017809,
006818088,J521018503,
006416372,J519142665,
006631491,J521018659,
007001062,J521018385,
007001120,J521017713,
007001121,J521016346,
007001769,J521018011,
007002071,J521018207,
003515345,J519142663,
006498264,J519142668,
006016245,J521200416,
004042144,J521203370,
006979629,J523051165,
007002027,J522035195,
007002113,J522105321,
007002137,J522104557,
005926276,J521016947,
005983927,J521016231,
004325091,J521016696,
006055503,J521016257,
006381403,J521018250,
005938776,J521016533,
007002191,J521018878,
007002296,J522034939,
007002337,J520179799,
007002388,J522106970,
007002439,J523047844,
007002463,J521243196,
007002474,J521241932,
007002492,J521243158,
007002509,J521241979,
006986790,J521016144,
005392162,J523049213,
006881764,JHY4C15619011529,
093593560,J523057972,
005930425,J507377384,
007004155,J521204051,
006460116,JHY4C15731001874,
006760732,JHY4C15731002096,
005530018,JHY4C15731000362,
006859353,JHY4C15731001721,
006884061,JHY4C15731000490,
006517626,JHY4C15731000066,
006518173,JHY4C15731001981,
006885473,JHY4C15731001127,
006872529,JHY4C15731001993,
006690072,J522101089,
093593560,J521204799,
016356981,J523052781,
007007338,J523050302,
004973299,1623796,
016356981,J522034278,
007014070,J519199455,
098860168,J521197073,
076157524,J522104159,
007009163,J521199568,
007009636,J521061910,
006336058,1612561,
098814002,J521200061,
005936597,J523049013,
016356981,J522036016,
007063641,J523052506,
005936597,J523047879,
076157524,J523054269,
098860168,J521241301,
077758479,J524124338,
076157524,J521240960,
016356981,J525098460,
016356981,J525098511,
007012521,J521019944,
076157524,J520144113,
007042993,J523120856,
006970142,JHY4C15731001169,
006113700,J522099639,
006970142,JHY4C15731001162,
056260378,J528101847,
076157524,J526027327,
076157524,J526042974,
006272135,J529106996,
098814002,J526043125,
004223982,J529101125,
007025336,J529103552,
007030213,J528137488,
007030304,J528068078,
007030410,J529106175,
007029778,J528137269,
003449426,1561845,
007029488,J529102579,
007032132,J531045341,
007032471,J531013254,
007072885,J531044878,
007032968,J531044330,
007033443,J532065532,
007033904,J531044844,
007033812,J530187591,
006548597,J531042250,
007034228,J531090078,
007035163,J532065550,
007035595,J531014388,
007032358,J531042811,
007034603,J531090586,
007033733,J531014817,
006623496,J529123928,
005058642,J522097702,
007033188,J532097474,
007035487,J531013759,
007031288,J532099716,
005449525,J523216429,
007035845,J531043500,
007035898,J530186248,
076157524,J532064023,
075517084,J531013507,
003677059,J531091224,
007037670,J530185068,
007037555,J530186418,
007037020,J531089569,
007037038,J531091348,
007037111,J531012465,
007025336,J531015136,
005739380,J523121863,
007038784,J531012358,
005066020,J523208571,
006033170,J523215338,
016356981,J531089361,
007040361,J523207087,
007039848,J530186595,
006872084,JHY4C15731000269,
005741347,J522103045,
004307131,J522103321,
004342477,J532146425,
006135407,J530185591,
007043293,J530185876,
007042214,J532064248,
007103986,J529107215,
004641352,J523124070,
006084097,J523217455,
005769153,J524128351,
006911441,J523208579,
007044130,J532098166,
004414620,J531045435,
005480618,J531089784,
007044148,J532100646,
003675139,J524128761,
007045250,J532146100,
007045600,J532145550,
004021050,J523214544,
007044189,J531044089,
007045715,J532065963,
007043806,J532143367,
004599740,J524130627,
007046077,J532143528,
007046562,J532140492,
007046765,J529123116,
007046836,J531090289,
007047192,J529123179,
007047603,J532064654,
004256016,J523216876,
003651882,J522168169,
007048076,J532142469,
007048249,J532141366,
007053255,J532143536,
005164777,J523215050,
004503696,J524131170,
005977734,J531042022,
004807716,J523209384,
004736611,J524127732,
007049123,J523213714,
007050206,J532098157,
007050221,J530187798,
007051097,J532145397,
007051285,J532100456,
007051450,J532065990,
007051399,J532100055,
007050428,J532066011,
007050531,J532098602,
007050824,J523207653,
007052344,J532145452,
004655087,J532098864,
006538765,1330298,
007053700,J532140357,
007052887,J524124449,
007053359,J528100488,
006698282,J525048945,
007046562,J532142517,
004891861,J524128365,
007054267,J532144407,
004973299,J522196924,
007044189,J522197173,
003678453,J522101734,
007054541,J522195503,
004506504,J532142710,
005687317,J531043717,
007055803,J536133330,
007055609,J522195309,
007056148,J536060756,
007055444,J524127237,
007051875,J522197363,
007059330,J536097500,
005870425,J536132695,
007058222,J537104511,
006350894,J536167702,
004162154,J536098197,
005479664,J536131765,
007061180,J536168285,
006698282,J525047457,
007060735,J522197350,
007060759,J522198744,
007060840,J522199078,
007044148,J522196056,
007050221,J522199110,
006425465,J522199860,
005105404,J536130875,
007061662,J537103812,
007048823,J536059930,
007062370,J536097846,
007049123,J524130724,
007061986,J522195727,
007048823,J524127399,
007063015,J536097480,
007063092,J525049738,
007063112,J536168500,
007063349,J525050787,
007063124,J536168373,
007063593,J536131913,
007063641,J536167610,
007064146,J536130632,
005342181,J524127915,
007046836,J536132275,
005870425,J525050471,
003954453,J525050284,
007052887,J536168698,
005082840,J536170558,
007066987,J536167830,
007067742,J536169832,
007065474,J536131587,
007065029,J536170505,
007068345,J536132520,
007067901,J537102770,
007065607,J525048873,
007067199,J536059612,
006631220,J525049619,
005163333,J536060618,
016356981,J532141272,
007068947,J537103518,
007069038,J537100982,
007069045,J537102781,
007069559,J536060803,
007070034,J537103800,
007069273,J537101928,
007049123,J523209719,
007071236,J538011584,
007071690,J537102237,
005394497,J532101923,
005686046,J532102325,
007104176,J536168850,
005406031,J531014680,
007072426,J536170588,
005421108,J538009952,
004362145,J532068398,
007049123,J532104347,
004824057,J532104213,
007068723,J532068674,
007053255,J536170030,
007074268,J536169020,
007073017,J538025315,
007073206,J536097830,
007073213,J536168219,
007068723,1503388,
007074604,J537098943,
007073465,J538024144,
007073485,J538026014,
007073621,J532102805,
007074131,J536098681,
007073945,J537102089,
005435840,J536059664,
007074997,J538024264,
007075074,J538011354,
007075023,J538010303,
016356981,J532141728,
007075251,J536169397,
006370842,J532101709,
006091285,J532029868,
005692984,J537102061,
007076354,J536169065,
007076433,J537100579,
007076818,J537104191,
006237354,J532101732,
007077064,J538024895,
005644065,J532066234,
007078414,J532030009,
007073621,J532029511,
007078278,J537105245,
093593560,J532141433,
007078499,J536061168,
006803296,J532029087,
007074268,J538024258,
007079472,J538011232,
004500174,J532067382,
004915941,J537104451,
007078611,J537102839,
005220793,J538009347,
007075251,J538009886,
003558591,J536060738,
003502574,J532067647,
006730725,J532067700,
006711369,J532143915,
006732633,J532066330,
005159543,J537100748,
005530718,J532103139,
005522673,J537101266,
003867787,J536132531,
004914147,J537101274,
007080257,J536133278,
007080073,J536131620,
007061662,J532030250,
006011450,J537104846,
073146738,J532063323,
007080891,J537102706,
007081038,J532068818,
007065607,J532028092,
005667791,J531090204,
006542146,J532104039,
007081461,J538011036,
005395860,J536058841,
006631220,J536059005,
005795710,J532030163,
007074268,J537099545,
005565586,J532031082,
007082442,J538025968,
007083243,J538023557,
007080003,1313369,
007080891,J536133084,
007084859,J536060410,
007084562,J537101565,
007084572,J537105374,
007083957,J538026043,
007085843,J537100312,
007085871,J537100627,
007085350,J537101905,
007085440,J538010952,
005088817,J532066486,
004874862,J540077047,
006024519,J536060427,
007065474,J536132522,
004786491,J532069397,
006237354,J532101065,
003867787,J532030667,
007086782,J538009977,
007086872,J538010900,
007086925,J538010270,
007087353,J536098719,
007087428,J537100550,
007087512,J537103984,
056260378,J532143150,
004164871,J538025559,
016356981,J532141269,
007089997,J540137623,
007090490,J540073255,
007089748,J540074706,
005966415,J531088517,
007080073,J540072704,
007091427,J540071627,
007089763,J532030367,
070882190,J532097700,
004800425,J540073653,
004489831,J532104456,
006631220,J523123981,
006711369,J532102917,
076157524,J531089453,
007080073,J536098152,
007093413,J536090230,
007093163,J540135490,
003502574,J536092275,
005708253,J532068880,
016356981,J532143359,
016356981,J532098683,
004065634,J536090433,
004709529,J448034351,
004015940,J536092523,
005386295,J536095721,
005018680,J509060334,
004783413,J536095861,
003651679,J536095862,
007091427,J540073014,
003798431,J536091454,
007096686,J540117222,
007096782,J540135921,
004970801,J540072195,
007095869,J540137415,
004430331,J540077167,
004696332,J524125767,
016356981,J532097374,
006782788,J532063680,
007089763,J536096871,
003502574,J536091841,
007059053,J536092930,
004739870,J531090994,
005625914,J536097268,
004199096,J536092515,
007089195,J536136780,
005966415,J540115629,
007080073,J540076398,
004820093,J540115875,
005845834,J536133602,
006549662,J540071477,
007091427,J540115961,
005090006,J540073794,
007095869,J540073047,
007093413,J536135390,
005100504,J540077667,
007049960,J536095563,
016356981,J540137073,
004070694,J540076532,
003430888,J536137329,
016356981,J540135854,
016356981,J549048483,
004244510,J548229638,
006935104,J549048560,
005689890,J548230127,
005677392,J536095957,
004559758,J536137255,
004597080,J536094949,
003823451,J548182829,
016356981,J549048313,
007098362,J536089459,
007098158,J548229430,
007098416,J548228843,
007098405,J549048224,
016356981,J548184145,
007098546,J548187017,
005114599,J524130682,
005717668,J532066466,
006988452,J548231479,
005151036,J548231595,
005845834,J536137280,
005322964,J536133992,
006964455,J536133592,
005809757,J536096105,
004891048,J548231841,
005205881,J548231395,
007099818,J532030736,
004735459,J536090136,
005483535,J536089904,
003773704,J536093699,
004735459,J544194276,
006593664,J548228874,
004510585,J544194731,
006370842,J532101705,
007101947,J536089846,
007100383,J544194808,
005966415,J544197633,
005021112,J545070024,
004268098,J545070060,
006475523,J544199083,
016356981,J544194316,
093593560,J544196617,
007086925,J545070101,
005100504,J545113302,
003874611,J536097156,
016356981,J545067715,
016356981,J545113064,
016356981,J545112824,
007101213,J550174624,
005100504,J545067333,
016356981,J544196097,
056260378,J544195386,
004389136,J540114582,
016356981,J544197026,
