billing_account_reference,Serial_Number,type
005140392,1096202335D9EC1,
004244510,1096202335EE6BF,
004597178,10862023A83D6BC,
005140065,CP0630BT59J,
005129439,CP0631AT04G,
005142066,10862023c7fa6cd,
005139617,CP0631AT09G,
005143247,10969023282d6b4,
005142549,109690232F94EC8,
005129939,200600235298EAA,
005142313,1096902320A66AD,
004080444,10862023db89ed2,
005145534,200610234489eac,
005145534,200610235b636a4,
005144271,2006002351d0eac,
003444912,10862023d40fec9,
005141875,CP0630BT642,
003947337,10862023DC7C6CD,
005142578,1086702314d66b0,
005093985,CP0631ATBNC,
003809883,10862023ab3e6c7,
005144739,CP0630ATNJR,
005145361,CP0630BT4ZT,
005144896,10862023a968ec3,
003715566,CP0630BT5LY,
004758467,10862023A9B7ECE,
005146994,10862023CA86ECD,
005145474,10862023D3AEED8,
004484836,10862023CA39ECB,
005147992,10862023D3D8ECE,
005148093,10862023C1946AD,
005148944,1086702314D56AF,
005149215,10862023D0F5ECA,
005148961,1086702314A1EB7,
005147770,CP0628BTKSW,
005148621,CP0629AT02C,
005148095,CP0628BTHEP,
005149529,CP0628BTHS3,
005140857,10862023F5826B1,
005264001,10862023DC4C6CA,
005147343,10766023A0C56B8,
005129277,10862023c7cdedc,
003803284,10862023CA91EC9,
003809088,10862023C91A6BA,
003956071,10862023C901EB8,
005149749,CP0634BTLQV,
005150529,10862023d1df6cb,
005936126,10867023ea386c2,
005149438,10862023c761ebc,
005979509,10862023db096bb,
005152353,10862023d3ca6c7,
005117461,10867023ef1dee0,
005151053,10867023148eec2,
005151799,10867023E8D46C6,
005150857,10867023EED9EE7,
005150609,10862023C6EEEDE,
004222615,10867023EE656C6,
005375660,10862023C4046A7,
005149418,CP0634BTQ7T,
005149403,CP0634BTLZ1,
005152634,CP0634BTPZM,
005152759,10867023EEBD6E1,
005153132,10766023a0f9ece,
007037912,1.0962E+14,
005153761,109620233438eae,
004535608,10862023d9fc6d2,
003856990,10962023347bebc,
005154203,200610235BD2EC0,
006738637,10867023EA51ECC,
005747080,108670231d58ec2,
005154714,10862023D271EB9,
005154307,1086702314F9EC4,
005155105,10862023AF236B8,
003397463,10867023EE0B6CD,
004165423,109620230B5DEC7,
005155759,200610235A1269D,
003794498,2006102344BFEC3,
005152502,109620233484EAF,
005708065,10862023c0dd6c7,
005154090,10862023CA22EC3,
005155259,10862023D4E3ECB,
005156347,1096202335ebecb,
005156725,10867023e9256b6,
005145783,206620281BF06B9,
003582035,106670212FFAEDB,
005153488,10862023DC45ECB,
004456917,109620230B1A6B1,
003955151,1096202335D3EBB,
004026316,10862023A92A6B9,
004190142,108670231D5A6BC,
003450966,10765023BF3EEDD,
004431002,10862023C1C76BA,
005155777,1096202334B16A7,
004828221,10862023C18D6BC,
005154750,10862023CD276BC,
004362047,10962023343B6A9,
005152815,CP0631ATUTS,
005153489,CP0616BTBJL,
005156262,CP0617AT3QC,
005156094,CP0631ATUTG,
005154453,CP0634BTG3V,
005156457,2056702812DEECF,
003782790,2066302806eaecc,
003944956,2066202804666a0,
003913712,2066102819f7ec5,
003448341,206620281bb0ec4,
005157279,CP0631ATU6Z,
005157172,CP0631ATU5H,
004991079,206680280bbd6ce,
006562175,2066102819E9EC6,
005158206,CP0631ATULG,
005156647,CP0631ATUKR,
003586234,CP0631ATUNA,
005159758,2056702813fbecf,
005159904,207610283afe6cf,
005159543,206680280bc7ed1,
005160258,206680280b86ec5,
005160662,20567028138bec1,
004693471,20669028328dec7,
005159037,2066402803d2eba,
003612201,206650280ddb6cd,
005160712,206680280BDE6D1,
005161383,206620281AA8ECA,
004783140,2066402803CC6BB,
005160207,CP0635ATFMH,
005160184,CP0635ATFMG,
005160667,CP0635ATF2Z,
005160934,CP0635ATF0G,
005161323,CP0635ATF0Z,
004633427,207600283DE3ECD,
005162743,207640283BF1ECE,
003836255,2076702821F46B3,
003820080,20567028124469F,
005163333,207600283EE76C3,
004461894,20669028323AEBF,
005163753,207600283dff6d2,
006136218,2076602820E66B2,
005165002,207610283E506AD,
003724953,207640283A546B0,
003926588,207640283BCA6CC,
003962921,2066802834DFED6,
003545165,207610283AFEEDE,
003619210,207600283D9C6C2,
004042607,2076102839386A7,
006703558,CP0633AT0SZ,
005041340,CP0631AT40F,
005163602,CP0631AT3BS,
005163547,CP0633AT0RD,
005163969,CP0631AT3YG,
005932504,CP0632ATCWN,
006004256,207660282764EB7,
004318859,20766028279E6BC,
005165562,20767028215CEC0,
005165676,20766028272F6B6,
005166135,2056502E6A2C6CB,
005166353,2076702821DBECE,
005166581,207680282305EB0,
005163718,2056702813C86B3,
005166583,2076602820E56B1,
005166546,20768028224E6B4,
005166283,205660281512EAB,
004019241,206680280B7DED2,
005167153,207680282230EAD,
005167863,20765028267A6B4,
003475101,20766028263BEC1,
006884685,2076702822EA6C0,
005164857,2076802822A5EC0,
004704506,2056702810E26AC,
005165998,cp0631at1hg,
005167471,2056602814D1EBC,
005167561,207660282610EAD,
004395971,20566028147F6B5,
005167678,cp0631at1gk,
005883721,208610282C7F6C3,
004876211,208610282D316AB,
005168316,208610282DF66C3,
004628276,208610282DEBEDD,
005168731,208610282D2B6BB,
006631668,208630282A566B1,
004437214,2076702821E6EC3,
005165173,1938442,
005165611,cp0632atcv3,
005169402,CP0632ATDEE,
005168760,20060023558AEB5,
005169469,200610234104E9C,
005170017,2.0061E+14,
003976816,208610282D6D6C1,
005169534,cp0631atda5,
005169555,cp0631atd9q,
006655195,20061023426EEB4,
005170886,20060023552FEB4,
006651816,200610234E396A9,
005170747,109690232384EB4,
005164523,2006102342FC6B3,
005170271,2006102342D56A3,
004753144,20061023590EEB6,
005170539,200610235B7B6B4,
005171864,109690232CF36C2,
005170315,20061023464B6A4,
005169696,109690232FCD6D3,
005170319,CP0631ATD24,
005171534,CP0632AT22P,
006684894,CP0631ATDE8,
005172662,10765023a7dfedf,
005172399,107650216a46ebc,
005914896,200600232A4A6AB,
006215437,10862023C6FFEE0,
003641404,1096202335C76AF,
005174920,109690232865EB8,
007014070,1096902321476A2,
005173664,10564021D24BEC4,
005156725,2006102340E1EAD,
005215235,10862023D1A16B3,
003974799,207640283A9AED0,
003498596,107650216B79EC3,
005044774,2056702817B8EC5,
005173102,cp0635atc0l,
005171217,cp0632at2n8,
005173377,cp0631atb3n,
005173430,cp0632at270,
005174283,cp0632at2ek,
005174963,cp0632at25d,
005174675,cp0632at2fm,
003653693,200600232B93EB2,
005175742,109690232DFE6D5,
005175995,200600232A3A6AA,
005176152,2006102347A36A3,
005176118,20061023402A69B,
005175364,cp0633at14d,
003900731,200610235A73EB3,
005175444,cp0633at0b8,
005173014,CP0632AT22F,
005172842,CP0633AT09S,
005175897,CP0633AT0QC,
005176356,20061023417AEB0,
005176696,2006102347986A0,
005176520,20060023550BEAE,
004017773,200610234D90EB4,
005178640,200610234C5CEC2,
005178278,20060023569CEB9,
005178216,109690232CAB6CC,
004862855,200600232BA46AC,
005163718,200610234DEAED1,
003409327,200600232A54EAE,
005176989,CP0632ATBAK,
005176641,CP0633AT0CP,
005177546,cp0631atnqj,
003742384,CP0631ATR2Y,
005178118,CP0632ATB66,
005178841,200610234EA96B7,
004136065,2.006E+14,
003400185,2006002355f6eb8,
005179068,200600232b696a6,
005179016,CP0610BTUYL,
005179843,CP0631ATRE6,
004485585,cp0631atr8f,
005180240,cp0632atarn,
005180523,cp0630at415,
004086420,CP0612ATFN1,
005182693,cp0631atr4r,
005112296,cp0631atr11,
003701537,cp0632atb3d,
003837459,109690232e266b3,
003485373,200610235e2e6b5,
004011654,200600235646ea7,
004011654,20060023514168e,
003441352,2046702e97d8edb,
003593346,109690232C5BECF,
004475783,206610281F99EC7,
004414776,200610234C4F6B5,
003847558,20060023540DEAF,
005180542,CP0631ATQC7,
005180517,CP0631ATP9J,
005180723,CP0631ATPD1,
005181210,CP0622BT6VC,
003900727,CP0623ATC47,
005181060,CP0610BTVEW,
005181120,CP0622BT6Q8,
003944590,CP0612ATJ1U,
005181673,CP0612ATJ7G,
005182208,CP0551BTFT1,
004923371,CP0610BTUMQ,
004527307,CP0612ATJ3D,
005182135,CP0631ATNQT,
005630411,2046302e960f6c1,
005106702,2.006E+14,
005181799,200610234346ea4,
006830543,200600232a75eb1,
005181492,200600232be46b0,
003850119,200610234ea56b3,
003592397,2006002353C46A2,
005183250,2006002353f8eb8,
006456949,CP0631ATPJ3,
004535437,CP0551BTFC2,
005184958,CP0617ATK5N,
005185413,CP0624AT098,
005184053,2.006E+14,
004049536,20061023477EEBA,
003961506,009630251D11EB5,
003578359,104650204141EA1,
005426707,CP0617ATJ9F,
005183755,CP0612ATG5R,
004355199,CP0631ATPAT,
005185054,CP0612ATHJY,
003548770,CP0631ATP6F,
005176453,CP0631ATP48,
005186067,CP0612ATJA6,
003693324,CP0631ATQKY,
003746839,CP0631ATP3F,
005189195,CP0631ATQHG,
005188516,CP0612ATFB7,
005189357,CP0631ATSP6,
005189656,cp0551btg3e,
005189296,cp0551btg30,
004064092,cp0551btg2h,
005190257,cp0610btvlm,
005191036,cp0551btfc7,
005190893,cp0551btg03,
005189592,cp0632atbf5,
005189555,cp0631atqsl,
003684502,cp0631atqwe,
005190906,CP0635ATBZE,
005190299,cp0632atbe8,
005190775,cp0631atqyp,
006398421,CP0632AT2TF,
005191173,cp0632atbej,
003682434,CP0610BTV7M,
004257343,CP0631ATAJW,
005193089,CP0612ATJ30,
005193406,CP0631ATPUE,
005189551,CP0632AT9C8,
005194104,cp0631atbhu,
005194360,cp0631atdju,
005195882,cp0631atdgu,
005193767,cp0631atap9,
005930159,cp0635atc0e,
005195281,cp0632at2nr,
005195329,cp0635atbwf,
005191020,CP0631ATA79,
005196850,CP0631ATRNC,
003662954,CP0632AT2S1,
005191686,CP0632ATBGN,
005196984,CP0624AT068,
005197044,CP0631AT869,
005197454,CP0631ATPM5,
005400203,CP0631AT8NQ,
005198193,CP0632ATAQD,
005198294,CP0624AT00Q,
005617948,CP0632ATB3H,
005955260,CP0632ATBBM,
005198874,CP0624AT02R,
005197943,CP0632ATAPZ,
005197882,CP0624AT02C,
005198799,CP0632ATARL,
003861095,CP0632ATAQL,
005196996,cp0632at9fm,
005198895,cp0632at9kd,
005199732,CP0630ATTPZ,
005200227,CP0623BTH8L,
005200347,CP0631AT39T,
005200505,CP0632ATBBN,
003895938,CP0632ATAQT,
003865460,2006102359B46A8,
003749560,2016802CA663ECB,
003632732,10969023214eebf,
004036144,2066002D79376B4,
004147660,200610235974eac,
004988535,200610235f4a6b4,
003622984,2006102358A4EB5,
004757042,2066002d7c06ec9,
005196293,200610235975ead,
003612831,2016802ca755ecd,
005196342,200610235dae6c3,
004000651,200610235C76EB8,
003849487,200610235FDF6C9,
003874441,2006102342BE6B1,
004046113,200610235C266A4,
003740177,2.0061E+14,
004056947,200610235E466A8,
004924022,CP0623BTHN5,
005200621,CP0623BTHA3,
005196948,CP0632AT9A0,
005201962,CP0632AT9JW,
005172662,CP0631AT8G6,
005186529,2066002d7a4f6cc,
006723329,2066002d7868ec6,
005187317,2066602f34396b5,
003535958,2066002D784F6C3,
004020240,2066602F34ED6D2,
005194419,2066002D7FF16CE,
005195207,2066602F37046B0,
006773066,20061023593D6A9,
005197307,2066602F30406A9,
005196723,2066602F3421EBB,
005197192,2066002D7F216BA,
005198088,2066002D7C0D6C8,
005153119,20061023590aeb2,
005199133,2066002d7d66ed0,
005194504,2066602f37996be,
003722831,2006002350deec0,
003641654,2006102353c86a7,
005188892,200610235f046a3,
005191058,20061023532C6A1,
003470731,200610235e7feca,
003622746,200610235D20EAE,
003480654,2066602F35C36C0,
006678753,20061023589469E,
003975622,CP0631ATP0B,
005202282,CP0631AT7Z0,
005202055,cp0631atq5d,
005203067,CP0631AT837,
004863849,cp0631at38z,
005204162,CP0632AT8VQ,
004648838,cp0631atqu5,
005204245,CP0631AT7ZP,
005204157,cp0631atnmq,
005204838,CP0632AT8SV,
005205033,CP0631AT815,
005255988,cp0631atq5y,
005883123,2066002D7D336BB,
005203250,CP0622BT6DN,
005189238,2066602F34786B8,
005191136,2066002D7D5CEDC,
005200903,2066002D7A8DEDD,
004510197,2016802CA0A0ECD,
004438488,101670234152ea5,
005199688,10862023cc73ecb,
005201728,2016802ca7c8ede,
004228216,2066002d7ed76d1,
003684760,2066002d7cba6d7,
003592108,2066002d7efe6e1,
003720111,CP0631AT96L,
005204618,CP0623BTHEB,
005205857,cp0631at91h,
005206690,cp0631at94a,
005206690,cp0631at989,
003556293,CP0631AT9A8,
005207226,CP0631AT97F,
005205222,2002107,
004655440,CP0640ATR94,
005206119,CP0640ATPRU,
005199785,cp0637at13q,
004157326,CP0637BTJRR,
006930305,CP0640ATNNZ,
005208687,CP0640ATR2Q,
005207811,CP0640ATLJ3,
005207921,CP0637BTTUD,
005172662,CP0637BTUAF,
005205287,CP0640ATLCS,
005208592,CP0637AT056,
005208387,CP0637AT0RJ,
005209953,CP0640ATLGU,
005210058,CP0640ATLF2,
005210473,CP0640ATLCJ,
005211887,cp0637at1n6,
005210908,CP0640ATKN6,
004632156,CP0637BTTTM,
003855317,CP0640ATLFN,
005211927,CP0637BTP8A,
004140511,CP0637BTP84,
005210935,CP0637AT1A6,
005211442,cp0637at1ym,
004019434,cp0637btg4k,
003657743,CP0637AT1LK,
005212920,cp0637btpen,
005214027,CP0637AT1WP,
005213792,cp0637at1hl,
005214428,CP0637AT1CL,
005215064,CP0637AT16Q,
005217291,CP0636ATW0W,
005214343,CP0631ATNTF,
005217034,CP0632AT9EP,
005215983,CP0637BTG90,
005216590,CP0636ATW30,
003701623,CP0636ATWBZ,
004173441,CP0636ATW6E,
005219580,CP0636ATRUT,
005220069,CP0636ATC65,
005219997,CP0637ATC77,
005221066,CP0637ATBWW,
005220824,CP0636AT8PS,
005190299,CP0637ATBCL,
005220485,cp0636at8bw,
005220745,cp0636at8b2,
005221933,CP0637ATB44,
005222542,CP0637ATBQK,
006723329,CP0637ATB0D,
005220761,cp0636at8e2,
006831811,CP0637BTGUH,
005216135,CP0636ATBLW,
004360873,CP0636ATML5,
004656315,CP0636ATWKE,
005221965,CP0636AT8P2,
005222700,CP0637ATCAS,
005222959,CP0637ATCCE,
005222998,CP0636AT8TG,
005223314,CP0636ATVS3,
005223874,CP0636ATWKA,
005223897,CP0636ATWGR,
005223935,CP0636ATVTM,
005224043,CP0636ATVS5,
005223984,CP0636ATWHY,
005224849,CP0637ATKFH,
006786128,CP0637BTGV0,
004506504,CP0637AT5EC,
003829585,CP0637BTGBT,
003677242,CP0637BTH5S,
005224929,CP0637ATBS8,
005226764,CP0637ATC32,
005228850,cp0637at5g5,
005228958,cp0637at4j3,
005202694,30267028697FECD,
005203023,302660286F59ECA,
005204651,30360028690369E,
004582964,303600286AFB6CB,
005205315,30361020D4C06B0,
004199096,30361020D4F46B7,
003648425,3026702869F9ECF,
003565279,3026002861F5EBC,
004500174,302650286EF86C9,
003423167,30267028680A6B1,
005016753,3026702869986B2,
003649640,3026002860B06A3,
005203183,302660286F24EC2,
003639481,303600286AF56BE,
005204176,3026002860786A0,
005203706,3026002861CFECA,
003932053,2016902CABF8EED,
003673238,2016902CAE95EE0,
003969107,2016902CC4A8EDC,
005204826,2016902CA8A4EDA,
003542597,2016902ca9186c0,
005205188,2016902CA8B1ED8,
004051540,2016802ca6d7edd,
005205639,2016902caef46dd,
005200811,2016902CABB0EE1,
005204926,2016802CA37D6CB,
005205515,2016902cad7f6df,
005198182,2016902CABAEEF5,
003374952,2016902CA83D6CD,
003715136,2016902CDB0DEE6,
005199688,2016802ca6b4ed8,
003615968,2016802CA401EC1,
004420412,2016902CD93EEE1,
004486810,CP0636ATBW6,
003726999,CP0637BTGJC,
005229126,CP0637ATC3Y,
005231251,CP0636ATBLZ,
006446090,2016902CDBF96E2,
005207686,2016902CABFDEF9,
005208752,2016802CA0CB6D2,
005824618,2016802CA5E4EDA,
004317767,2016802CA02D6C3,
005210305,2016902CABC86DB,
005210914,2016802CA38EEDC,
005210979,2016902CDAD7EEC,
003978588,2016802CA5446BA,
005207197,2016802CA54B6C8,
003551478,2016802CACDAEF4,
005206307,2016902CDB836CE,
003562416,2016902CAD6E6DD,
005207792,2016902CAEEFEFD,
004573425,2016902CABEAEF5,
005207390,2016902CD4216B8,
003849530,2016802CA7E66CF,
004034341,2016902CD5AF6DD,
005210423,2016802CA04BED2,
003931869,CP0636ATBLB,
004749201,CP0636ATB89,
005229081,CP0637BTPU7,
005229956,CP0637BTPV3,
006231462,cp0636atwgu,
005212185,cp0637at584,
005232749,CP0637AT6YG,
006581861,CP0637AT7BL,
005212185,2016902cd2ee6dd,
005214169,2016902cd7bb6dc,
006088847,2016902cd0ed6da,
006847171,2016902CAA56ED9,
005214874,2016902CA9306BA,
004347188,2016902cd2db6d9,
003959957,2016802ca1986bf,
004376415,2016902CD782ED1,
003632101,2016802CA190EC6,
004440691,2016802CA1C6ED6,
005211072,2016902CDD1A6D7,
005213838,2016902CD6106B8,
005001206,2016902CDEE7EF1,
005214268,2016902CDE08EDD,
005232472,CP0634ATW2S,
005232964,CP0634ATVH7,
005025129,CP0630BT0V4,
005233699,CP0631ATT6C,
005216538,CP0634ATW8F,
003427603,CP0634ATWBD,
005235056,CP0634ATW97,
005229264,CP0637BTM30,
005235061,CP0634ATWAM,
544597667,CP0637BTLN3,
005235216,CP0637AT6SN,
005235966,CP0637BTLQE,
005217508,2016902CD786ED5,
005182693,2016902cab196ca,
005219009,2016902cae19edc,
006990521,2016902CD047ECB,
004341444,2016902CD5DAEEA,
005216538,2016902CD756ED2,
005235515,cp0637atu2m,
004970064,2016802ca1aa6d0,
005235870,CP0636AT4J4,
006656514,CP0637BTWTC,
005220669,2016802ca110ebe,
004143331,2016902cd876ed5,
005235575,cp0637btluf,
005223351,cp0637bty46,
005239293,cp0516btgel,
005237255,cp0516btjwd,
005236811,cp0637btych,
005236381,CP0516BTLLE,
005220793,cp0516btgff,
005237780,cp0518btrcb,
005238362,cp0516atzj7,
005238791,cp0637btyel,
005236188,cp0516btjvt,
005239973,cp0637bty8e,
005240160,cp0641atan5,
005240988,cp0641atath,
005241753,cp0641at9wf,
005891973,CP0518BTTEF,
005241948,CP0518BTS71,
005165002,CP0641ATRDY,
005220530,2016902CDD7C6DF,
004571959,2016902CD63CEDC,
005204645,2016902CD3C76CE,
005215638,2016902cd9d5ee2,
005218793,2016902cddf9ef3,
005223351,2016902cd6c66d0,
006623735,2016902cd59eee3,
005223922,2016902CAFCEEFB,
005225917,2056202de8026ba,
005287228,2016902CDDE1EEA,
003628993,2016802CA31DED4,
005219878,2016902cde196d0,
004268653,302670264813eaf,
004145098,2016802CACC36D6,
003452644,3026802664f1ec1,
003701094,2016902cddc16d9,
003556869,2016902cd5186bf,
005220793,2016902CD923ECE,
003627891,2016902CD133EC7,
005217073,2016902CDD23ED9,
005221436,2016802CA30B6C2,
005222622,2016902CDCC8EEE,
005222759,2056202DE8306BB,
005223108,2016902CD52B6CA,
005223715,2016902CD6516BD,
006867828,2016902CDB316C7,
005223675,2016902CDDA1EE6,
005223779,2016802CAC776CE,
005224806,2016902CD8F0EDE,
005226546,3026702675526A3,
005227315,2016902CC44F6CE,
005906764,2016902CD987ED8,
005241458,CP0641BT58W,
005241990,CP0641BT5D6,
005241266,CP0641ATB1Z,
005242467,CP0641ATB02,
005243763,CP0641ATAZK,
005240266,CP0520ATTBP,
003723660,2016902CA824ECB,
005885582,2066002D7A38ECC,
004468130,3026702677B2EC1,
005228673,30268026796C6BA,
005228177,302680267AA56BF,
005227849,302680267ADF6D3,
004518334,2016902CDD5B6DC,
004027840,2066602f36c06be,
003580764,2066602f34d0ecc,
004636335,302670267587eba,
003648350,302670264fc86c5,
004202348,3026802665936a8,
006573129,2066602f37eaee1,
005225073,302670264FB6ED1,
005245051,CP0642AT6FW,
005246033,CP0641ATTGH,
005247058,cp0641atrl3,
005247777,cp0641atrl6,
006731586,2066602F369BED5,
005229957,3026702676eced4,
003720576,2016902CDB4A6D8,
005231467,2066602F367CED4,
005229237,30267026774f6b8,
005232183,3026802665776aa,
006567143,3026702649c5ec4,
005232523,30267026703469e,
005233534,3026702648CBED0,
005237053,2056202dea786d0,
005236332,2056202de8fb6e0,
003588495,302680267f426b4,
005236112,302670267453EB2,
005236513,302670264bb36bb,
005237941,2016902CD6056BC,
005749007,302670264B506AB,
005228803,2066602F36A26BE,
006585817,302680267F996C0,
004414421,2066602F341D6BE,
005936128,30267026750D6B0,
004074763,2066602F35B46C0,
005232070,302670267630eaf,
005232742,302670267740EB1,
005232497,30267026769B6B8,
003654154,302670264fa26bd,
003668340,30268026791eec6,
005234124,303600266610ea6,
005232747,3026802679786b0,
003984469,302680266445EB3,
004685557,302680267A546B2,
004226492,302670264F9EED7,
005234384,2066602F35846B6,
005181492,302670264bb8ecf,
003690190,302670264b6cece,
005234417,303600266762EAE,
006350446,3026802666FFED8,
004230374,3026702677A0EBE,
004318272,30267026707B6B0,
005238419,3026702677E46B7,
005245080,CP0641BTMBC,
005246500,cp0641bt391,
005204245,cp0641btlnz,
005247588,cp0641btlue,
005248882,CP0641BTLGJ,
005239918,30267026499C6B9,
005240329,3026702672f86b7,
005240421,2056202de8406bc,
003371342,2056202DEAD4EE8,
005242043,302680267BFD6D4,
007104000,2056202deabaef3,
006786128,2016902cdfb66df,
005186067,302670264B1A6B8,
005243840,30267026491CEC0,
005164523,2056202de9bd6df,
005238965,2056202de980ed0,
004676214,302680267e576b9,
004051600,3026702676356a5,
004589898,302670264ACD6CC,
004833570,302670264AF86C3,
005240553,3026702672AAECA,
003632675,30268026783b6b5,
003631318,3026802679f06b7,
004715745,302670267609eb5,
003552284,2056202deaf1ee7,
003481196,2056202de8d16cd,
004612971,CP0641BTLBK,
005247850,CP0640ATMU6,
005241520,CP0642AT6FL,
003670844,CP0641AT4JC,
005249679,CP0641BTKSV,
005113748,CP0641BT3E7,
005444803,2026702C10396A9,
005246041,2016502cb53ced5,
005246425,2026702cea2cee6,
005247168,2016502c8a8d6ce,
005767240,2026702c1d716b9,
005248173,2026702C16CB6C8,
005212920,2026702c15bf6ca,
005243572,2026702c1ce4ed8,
004016844,2026702c17026a6,
005293340,2026702C1739EBF,
005244136,2026702C15DEEDA,
003886258,2026702C135EEC9,
005243681,2026702C15D36B9,
003954264,2016502C88CDEDF,
003595077,2026702C1D3FED9,
004559758,2026702C1C21EC2,
003839458,2026702C16D0EC6,
003694911,2026702C1047EB7,
006998312,2026702C116AEC4,
005247827,2026702C172AEC6,
003651837,2026702c1429ebb,
004429408,2016502cb7826bc,
004155672,2026702c109bec7,
005249344,CP0642ATU19,
005250224,CP0642BT1S9,
004820318,CP0641AT242,
005253034,CP0641AT5P9,
003668805,CP0641AT5DL,
005250157,2016502c8b216b6,
006253780,2026802C08306A8,
005250395,2026702C11B26B2,
005275027,2016502C89536B2,
005252210,2026702C1CD86CC,
003551368,2026702C1E3C6C8,
005248972,3026702677826A8,
005249979,2016502CB64C6C8,
003613579,3026802665B76B5,
005251527,2016502c8fb6ede,
003651679,302680267B936B6,
005252133,2016502CB6776BF,
003516057,2026702C163DEC9,
003612870,2016502CB6846BD,
004318424,2016502CB647ECB,
004765456,2016502C89C36C0,
003629038,302670267103EAA,
003735044,2016502C8B876C2,
052794219,2016502C8B0D6C7,
005250845,CP0641AT556,
005251932,CP0641AT7KJ,
005251226,CP0641BTC2F,
005252226,CP0641BTKY4,
005252073,CP0641AT5WJ,
005252305,CP0641BTKUD,
005252178,CP0641BTKU7,
005252848,CP0641BT2S7,
005948804,CP0516BTZVZ,
005256501,CP0642AT3AP,
005256979,CP0641BT6G5,
005257158,CP0641BTLLD,
005253694,2016502C8A026B4,
005255531,2026702c17386af,
006676295,2026702c1e78ed0,
005253056,30267026718f6b6,
004767228,2016502c8e29ed0,
004726679,302680267817eb7,
005255290,2016502C8EB26CA,
003874611,302670264a71ebc,
005253726,CP0642BT0L0,
005698255,cp0641at3yw,
004763560,cp0637btsw7,
005253288,CP0634AT0TA,
005256175,CP0516BTGN7,
006057839,CP0548ATDS1,
005037025,CP0642BT0JC,
005255988,CP0547AT4ND,
005256228,cp0641btdtp,
005256545,CP0518CTBJY,
006327242,CP0534AT9V3,
005257283,CP0642AT38Y,
004091479,CP0517AT7KT,
005076412,CP0518BTT8K,
005256304,2026702c107bec5,
005256366,2026702c1288ebe,
005256879,2026702c135f6bb,
004088922,2026702C1FA16C5,
004378862,2016502c8e09ece,
005256243,2026702c119f6bd,
004467352,2016502CB7806BA,
004413003,2026702C12A26B2,
004769604,2026702C1EA86CB,
005256763,2016502CB4F86CD,
004499790,2016502CB6A26C4,
003652778,CP0516AT4Y0,
005257394,CP0642BT0YG,
005257595,CP0642ATWTA,
005258802,CP0641ATE0K,
005261375,CP0641BTHZR,
005257329,CP0641ATDNR,
005263491,CP0518BTS5R,
005262572,CP0640ATSUV,
005257378,2026702C10F7EC9,
005258497,cp0643bt2cv,
005260534,cp0642bt4k2,
005295043,cp0642bt4mg,
005261239,cp0642bt4p1,
005262315,cp0642atakv,
003559993,cp0642atasc,
005262131,cp0642atapb,
005263253,cp0642atamg,
004571988,cp0642atatw,
005264814,CP0637BTZ23,
005263741,cp0642atae6,
005264963,CP0637CT5CW,
006343316,CP0641AT98C,
005258700,2016502c882d6bf,
005560756,3026002867a06a9,
005258984,302650286d286b4,
005258983,302660286e796bc,
004428999,30260028609c6ad,
005260049,301690286530eb0,
005260266,302660286f4d6c5,
005261572,302660286f0fed2,
005261302,2026802c30736aa,
005262216,302650286db2ecd,
004001203,30263028619c6b1,
005263070,302660286fa5ed2,
005262434,30260028600eeb5,
005261496,302660286e92ec6,
005262504,302660286e67ec8,
005257188,302650286D516B0,
006697304,3026002860A1EB2,
004301817,30361020D4EDED5,
004410074,302650286DD36C1,
003448266,302660286F7C6C7,
005701472,30169028654D6B6,
005262289,302650286D5C6C2,
004118916,30260028671369C,
004666895,302650286D96EC8,
005931583,CP0517AT6CT,
005263106,CP0518CTBM4,
005263900,CP0517AT80B,
005265673,cp0643at0al,
004232896,cp0643at05l,
005266896,cp0518ct4th,
005266919,cp0516atyr6,
005263839,2036802D94FEEE6,
005264001,2036802C6E0AED9,
005263579,2036802C63EA6CD,
005577299,2036802C6332EBB,
005262435,2036802C62E7ED1,
003588106,2016502CB59BEDA,
004809726,2026802C30A26B3,
005264478,CP0518BTBV9,
005265903,cp0516btksv,
004136705,cp0637btusw,
005266416,CP0517AT7ZP,
005266845,cp0641ate0p,
005265620,CP0516BTGQY,
005266971,cp0518btb69,
005267008,cp0518btu56,
005879414,cp0640atjs8,
005267215,cp0640ate9t,
005267271,cp0640at6ve,
005265421,2036802C68BC6D1,
005265193,2026702CEBE4EEB,
004125190,2016502C8F3A6CB,
003592358,2016502CB5E2ED6,
003756790,2036802C62086AE,
005265786,2036802C6DFAEEE,
005052076,2016502C8FE36CF,
005267669,cp0643at09p,
005265725,cp0643at1fg,
005266116,CP0642BT19D,
005268308,CP0641AT70S,
016356981,CP0516CT1J5,
005267592,2036702c78c96c8,
005267670,2036802c6111eb6,
004298998,2026702ce8756c5,
004368120,2036702c79aa6cf,
005134714,2036802c6e9fee7,
544597667,2026802c0ec0ed4,
003501670,2036802C62016A7,
004468209,2026802c09e96c4,
005266682,cp0520attd2,
003983671,cp0516ct1tz,
005269423,CP0641BTKPU,
005264361,2026802c08efedf,
005752789,2016502c8e10ec6,
005269286,2036802c68bd6d2,
005270082,2026702cea9deee,
004899866,2026802c3676ec2,
005774937,2026702CEBF7EEF,
005874524,2026802c0e22ec5,
004106924,2036802c63a6ecd,
004548233,2026802c3654ebe,
004448696,2026702ce86fee4,
003650156,2016502C892CECE,
003558078,2036702C79406B1,
